Name,SiteID,RoundDate,Streamflow,Turbidity,Temperature,Latitude,Longitude,Easting,Northing,LAT,LON
MERRIMAN CK PUMP STN,227272,12,14.33,6,21.4," 38°21'19.6""S","147°09'54.6""E",514431.896,5754732.357,-38.355444444444444,147.16516666666666
MERRIMAN CK PUMP STN,227272,1,6.72,10.1,21.5," 38°21'19.6""S","147°09'54.6""E",514431.896,5754732.357,-38.355444444444444,147.16516666666666
MERRIMAN CK PUMP STN,227272,2,6.25,9.6,25.5," 38°21'19.6""S","147°09'54.6""E",514431.896,5754732.357,-38.355444444444444,147.16516666666666
MERRIMAN CK PUMP STN,227272,3,6.78,5.6,18.6," 38°21'19.6""S","147°09'54.6""E",514431.896,5754732.357,-38.355444444444444,147.16516666666666
MERRIMAN CK PUMP STN,227272,4,9,5,16.6," 38°21'19.6""S","147°09'54.6""E",514431.896,5754732.357,-38.355444444444444,147.16516666666666
MERRIMAN CK PUMP STN,227272,5,10.5,4,12.6," 38°21'19.6""S","147°09'54.6""E",514431.896,5754732.357,-38.355444444444444,147.16516666666666
MERRIMAN CK PUMP STN,227272,6,18.13,3.8,9.5," 38°21'19.6""S","147°09'54.6""E",514431.896,5754732.357,-38.355444444444444,147.16516666666666
Golden Ck @ US HVP,227280,7,0,38.3,10.4," 38°34'13.2""S","146°24'44.0""E",448795.457,5730723,-38.57033333333334,146.41222222222223
Golden Ck @ US HVP,227280,9,1.32,17.7,8.2," 38°34'13.2""S","146°24'44.0""E",448795.457,5730723,-38.57033333333334,146.41222222222223
Golden Ck @ US HVP,227280,11,1.24,3.3,11.6," 38°34'13.2""S","146°24'44.0""E",448795.457,5730723,-38.57033333333334,146.41222222222223
Golden Ck @ US HVP,227280,1,0.14,1.6,14.6," 38°34'13.2""S","146°24'44.0""E",448795.457,5730723,-38.57033333333334,146.41222222222223
Golden Ck @ D/S HVP,227281,7,0,38,10.3," 38°34'24.1""S","146°24'56.7""E",449106.592,5730388.414,-38.57336111111111,146.41575
Golden Ck @ D/S HVP,227281,9,2.31,18.6,9.8," 38°34'24.1""S","146°24'56.7""E",449106.592,5730388.414,-38.57336111111111,146.41575
Golden Ck @ D/S HVP,227281,11,2.09,3.4,11.8," 38°34'24.1""S","146°24'56.7""E",449106.592,5730388.414,-38.57336111111111,146.41575
Golden Ck @ D/S HVP,227281,1,0.12,2.3,15.3," 38°34'24.1""S","146°24'56.7""E",449106.592,5730388.414,-38.57336111111111,146.41575
Bennison ck@ Frankln,227282,4,0,189,12.3," 38°40'40.2""S","146°14'17.8""E",433741.957,5718699.069,-38.67783333333333,146.23827777777777
Bennison ck@ Frankln,227282,6,6.25,21,9.4," 38°40'40.2""S","146°14'17.8""E",433741.957,5718699.069,-38.67783333333333,146.23827777777777
AGNES R @ AGNES R RD,227283,4,15.58,8,16.6," 38°39'40.8""S","146°22'46.4""E",446019.767,5720606.101,-38.66133333333333,146.37955555555556
AGNES R @ AGNES R RD,227283,6,37,13.1,8.8," 38°39'40.8""S","146°22'46.4""E",446019.767,5720606.101,-38.66133333333333,146.37955555555556
Tarra R @ Pound Rd E,227284,4,22.95,5.9,15.6," 38°35'09.8""S","146°43'25.9""E",475949.926,5729105.158,-38.58605555555556,146.72386111111112
Tarra R @ Pound Rd E,227284,6,28.03,8.4,9.2," 38°35'09.8""S","146°43'25.9""E",475949.926,5729105.158,-38.58605555555556,146.72386111111112
JACKSON CK @ SUNBURY,230202,7,44.73,40,9.2," 37°34'59.6""S","144°44'31.3""E",300625.996,5838014.999,-37.583222222222226,144.74202777777776
JACKSON CK @ SUNBURY,230202,8,27.99,7,10.3," 37°34'59.6""S","144°44'31.3""E",300625.996,5838014.999,-37.583222222222226,144.74202777777776
JACKSON CK @ SUNBURY,230202,9,20.26,41.5,11.5," 37°34'59.6""S","144°44'31.3""E",300625.996,5838014.999,-37.583222222222226,144.74202777777776
JACKSON CK @ SUNBURY,230202,10,18.45,4.5,18," 37°34'59.6""S","144°44'31.3""E",300625.996,5838014.999,-37.583222222222226,144.74202777777776
JACKSON CK @ SUNBURY,230202,11,12.14,3.4,18.9," 37°34'59.6""S","144°44'31.3""E",300625.996,5838014.999,-37.583222222222226,144.74202777777776
JACKSON CK @ SUNBURY,230202,12,11.13,4.2,22.4," 37°34'59.6""S","144°44'31.3""E",300625.996,5838014.999,-37.583222222222226,144.74202777777776
JACKSON CK @ SUNBURY,230202,1,9.24,7.5,20.5," 37°34'59.6""S","144°44'31.3""E",300625.996,5838014.999,-37.583222222222226,144.74202777777776
JACKSON CK @ SUNBURY,230202,2,11.73,7.4,22.8," 37°34'59.6""S","144°44'31.3""E",300625.996,5838014.999,-37.583222222222226,144.74202777777776
JACKSON CK @ SUNBURY,230202,3,6.63,12.7,17.9," 37°34'59.6""S","144°44'31.3""E",300625.996,5838014.999,-37.583222222222226,144.74202777777776
JACKSON CK @ SUNBURY,230202,4,6.66,3.3,17," 37°34'59.6""S","144°44'31.3""E",300625.996,5838014.999,-37.583222222222226,144.74202777777776
JACKSON CK @ SUNBURY,230202,5,10.25,6.3,9," 37°34'59.6""S","144°44'31.3""E",300625.996,5838014.999,-37.583222222222226,144.74202777777776
JACKSON CK @ SUNBURY,230202,6,24.84,11.4,8.1," 37°34'59.6""S","144°44'31.3""E",300625.996,5838014.999,-37.583222222222226,144.74202777777776
RIDDELLS @ RIDELLS,230204,7,23.53,7,6.2," 37°27'53.2""S","144°40'19.6""E",294124.999,5851007,-37.46477777777778,144.6721111111111
RIDDELLS @ RIDELLS,230204,8,15.2,16,10.1," 37°27'53.2""S","144°40'19.6""E",294124.999,5851007,-37.46477777777778,144.6721111111111
RIDDELLS @ RIDELLS,230204,9,8.3,11,10.5," 37°27'53.2""S","144°40'19.6""E",294124.999,5851007,-37.46477777777778,144.6721111111111
RIDDELLS @ RIDELLS,230204,10,7.32,9,16.6," 37°27'53.2""S","144°40'19.6""E",294124.999,5851007,-37.46477777777778,144.6721111111111
RIDDELLS @ RIDELLS,230204,11,3.22,9,21.6," 37°27'53.2""S","144°40'19.6""E",294124.999,5851007,-37.46477777777778,144.6721111111111
RIDDELLS @ RIDELLS,230204,12,3.4,12,20," 37°27'53.2""S","144°40'19.6""E",294124.999,5851007,-37.46477777777778,144.6721111111111
RIDDELLS @ RIDELLS,230204,1,0.59,15,17.9," 37°27'53.2""S","144°40'19.6""E",294124.999,5851007,-37.46477777777778,144.6721111111111
RIDDELLS @ RIDELLS,230204,2,1.32,12,16.4," 37°27'53.2""S","144°40'19.6""E",294124.999,5851007,-37.46477777777778,144.6721111111111
RIDDELLS @ RIDELLS,230204,3,0.56,9,17," 37°27'53.2""S","144°40'19.6""E",294124.999,5851007,-37.46477777777778,144.6721111111111
RIDDELLS @ RIDELLS,230204,4,0.76,17,15.1," 37°27'53.2""S","144°40'19.6""E",294124.999,5851007,-37.46477777777778,144.6721111111111
RIDDELLS @ RIDELLS,230204,5,0.74,8,9.3," 37°27'53.2""S","144°40'19.6""E",294124.999,5851007,-37.46477777777778,144.6721111111111
RIDDELLS @ RIDELLS,230204,6,4.69,6,7.3," 37°27'53.2""S","144°40'19.6""E",294124.999,5851007,-37.46477777777778,144.6721111111111
DEEP @ BULLA,230205,7,35.35,7.5,9.7," 37°37'52.9""S","144°48'03.5""E",305956.003,5832795,-37.63136111111111,144.80097222222224
DEEP @ BULLA,230205,8,28.04,4.8,10.2," 37°37'52.9""S","144°48'03.5""E",305956.003,5832795,-37.63136111111111,144.80097222222224
DEEP @ BULLA,230205,9,21.88,2.9,11.8," 37°37'52.9""S","144°48'03.5""E",305956.003,5832795,-37.63136111111111,144.80097222222224
DEEP @ BULLA,230205,10,17.61,2.4,18," 37°37'52.9""S","144°48'03.5""E",305956.003,5832795,-37.63136111111111,144.80097222222224
DEEP @ BULLA,230205,11,4.1,2,17.9," 37°37'52.9""S","144°48'03.5""E",305956.003,5832795,-37.63136111111111,144.80097222222224
DEEP @ BULLA,230205,12,4.37,2.3,20.7," 37°37'52.9""S","144°48'03.5""E",305956.003,5832795,-37.63136111111111,144.80097222222224
DEEP @ BULLA,230205,1,0.44,2.4,23," 37°37'52.9""S","144°48'03.5""E",305956.003,5832795,-37.63136111111111,144.80097222222224
DEEP @ BULLA,230205,2,0,2,18.6," 37°37'52.9""S","144°48'03.5""E",305956.003,5832795,-37.63136111111111,144.80097222222224
DEEP @ BULLA,230205,3,0,1.5,18.4," 37°37'52.9""S","144°48'03.5""E",305956.003,5832795,-37.63136111111111,144.80097222222224
DEEP @ BULLA,230205,4,0.04,1.7,16.4," 37°37'52.9""S","144°48'03.5""E",305956.003,5832795,-37.63136111111111,144.80097222222224
DEEP @ BULLA,230205,5,0.66,2,8.4," 37°37'52.9""S","144°48'03.5""E",305956.003,5832795,-37.63136111111111,144.80097222222224
DEEP @ BULLA,230205,6,1.62,2.2,8.1," 37°37'52.9""S","144°48'03.5""E",305956.003,5832795,-37.63136111111111,144.80097222222224
BARRINGO CREEK,230209,7,3.69,10.2,8," 37°24'37.8""S","144°37'33.8""E",289900.002,5856928,-37.4105,144.62605555555555
BARRINGO CREEK,230209,8,2.67,5.4,7.9," 37°24'37.8""S","144°37'33.8""E",289900.002,5856928,-37.4105,144.62605555555555
BARRINGO CREEK,230209,9,2.35,4.3,8.2," 37°24'37.8""S","144°37'33.8""E",289900.002,5856928,-37.4105,144.62605555555555
BARRINGO CREEK,230209,10,2.3,4.4,12.2," 37°24'37.8""S","144°37'33.8""E",289900.002,5856928,-37.4105,144.62605555555555
BARRINGO CREEK,230209,11,1.84,2.2,11.5," 37°24'37.8""S","144°37'33.8""E",289900.002,5856928,-37.4105,144.62605555555555
BARRINGO CREEK,230209,12,1.4,1.5,14.1," 37°24'37.8""S","144°37'33.8""E",289900.002,5856928,-37.4105,144.62605555555555
BARRINGO CREEK,230209,1,0.92,2.3,14.8," 37°24'37.8""S","144°37'33.8""E",289900.002,5856928,-37.4105,144.62605555555555
BARRINGO CREEK,230209,2,0.77,1.9,12.1," 37°24'37.8""S","144°37'33.8""E",289900.002,5856928,-37.4105,144.62605555555555
BARRINGO CREEK,230209,3,0.72,2.2,13," 37°24'37.8""S","144°37'33.8""E",289900.002,5856928,-37.4105,144.62605555555555
BARRINGO CREEK,230209,4,0.7,5.5,12.2," 37°24'37.8""S","144°37'33.8""E",289900.002,5856928,-37.4105,144.62605555555555
BARRINGO CREEK,230209,5,0,1.9,7.5," 37°24'37.8""S","144°37'33.8""E",289900.002,5856928,-37.4105,144.62605555555555
BARRINGO CREEK,230209,6,1.37,3.8,6.7," 37°24'37.8""S","144°37'33.8""E",289900.002,5856928,-37.4105,144.62605555555555
DEEP CK @ BOLINDA,230232,7,19.39,6.1,9," 37°25'37.6""S","144°49'00.5""E",306826.001,5855493,-37.42711111111111,144.81680555555556
DEEP CK @ BOLINDA,230232,8,18.39,7.9,11.1," 37°25'37.6""S","144°49'00.5""E",306826.001,5855493,-37.42711111111111,144.81680555555556
DEEP CK @ BOLINDA,230232,9,12.43,5.4,11.2," 37°25'37.6""S","144°49'00.5""E",306826.001,5855493,-37.42711111111111,144.81680555555556
DEEP CK @ BOLINDA,230232,10,6.61,3.1,18.2," 37°25'37.6""S","144°49'00.5""E",306826.001,5855493,-37.42711111111111,144.81680555555556
DEEP CK @ BOLINDA,230232,11,0.84,3.4,18.2," 37°25'37.6""S","144°49'00.5""E",306826.001,5855493,-37.42711111111111,144.81680555555556
DEEP CK @ BOLINDA,230232,12,2.63,10,22.8," 37°25'37.6""S","144°49'00.5""E",306826.001,5855493,-37.42711111111111,144.81680555555556
DEEP CK @ BOLINDA,230232,1,0,2.2,22.3," 37°25'37.6""S","144°49'00.5""E",306826.001,5855493,-37.42711111111111,144.81680555555556
DEEP CK @ BOLINDA,230232,2,0,3,18.3," 37°25'37.6""S","144°49'00.5""E",306826.001,5855493,-37.42711111111111,144.81680555555556
DEEP CK @ BOLINDA,230232,3,0,2.9,17.9," 37°25'37.6""S","144°49'00.5""E",306826.001,5855493,-37.42711111111111,144.81680555555556
DEEP CK @ BOLINDA,230232,4,0,3,16.9," 37°25'37.6""S","144°49'00.5""E",306826.001,5855493,-37.42711111111111,144.81680555555556
DEEP CK @ BOLINDA,230232,5,0,2.9,10.5," 37°25'37.6""S","144°49'00.5""E",306826.001,5855493,-37.42711111111111,144.81680555555556
DEEP CK @ BOLINDA,230232,6,0,4,9.3," 37°25'37.6""S","144°49'00.5""E",306826.001,5855493,-37.42711111111111,144.81680555555556
JACKSONS CK U/S RWP,230242,8,19.93,6,9.4," 37°28'59.7""S","144°42'47.5""E",297808.752,5849062.256,-37.483250000000005,144.71319444444444
JACKSONS CK U/S RWP,230242,10,13.96,3,13.2," 37°28'59.7""S","144°42'47.5""E",297808.752,5849062.256,-37.483250000000005,144.71319444444444
JACKSONS CK U/S RWP,230242,12,11.66,3,15.3," 37°28'59.7""S","144°42'47.5""E",297808.752,5849062.256,-37.483250000000005,144.71319444444444
JACKSONS CK U/S RWP,230242,2,12.14,5,12.7," 37°28'59.7""S","144°42'47.5""E",297808.752,5849062.256,-37.483250000000005,144.71319444444444
JACKSONS CK U/S RWP,230242,4,7.69,5,14," 37°28'59.7""S","144°42'47.5""E",297808.752,5849062.256,-37.483250000000005,144.71319444444444
JACKSONS CK U/S RWP,230242,6,17.59,4,7.5," 37°28'59.7""S","144°42'47.5""E",297808.752,5849062.256,-37.483250000000005,144.71319444444444
BOLINDA CK PDR FLOW,230243,8,0.93,8,14.1," 37°22'15.2""S","144°40'04.5""E",293497.753,5861432.196,-37.37088888888889,144.66791666666666
BOLINDA CK PDR FLOW,230243,10,0.95,4,20.9," 37°22'15.2""S","144°40'04.5""E",293497.753,5861432.196,-37.37088888888889,144.66791666666666
BOLINDA CK PDR FLOW,230243,12,0.54,11,25.3," 37°22'15.2""S","144°40'04.5""E",293497.753,5861432.196,-37.37088888888889,144.66791666666666
BOLINDA CK PDR FLOW,230243,1,0.31,7,25," 37°22'15.2""S","144°40'04.5""E",293497.753,5861432.196,-37.37088888888889,144.66791666666666
BOLINDA CK PDR FLOW,230243,2,0.21,11.4,27.3," 37°22'15.2""S","144°40'04.5""E",293497.753,5861432.196,-37.37088888888889,144.66791666666666
BOLINDA CK PDR FLOW,230243,3,0.32,7,25.2," 37°22'15.2""S","144°40'04.5""E",293497.753,5861432.196,-37.37088888888889,144.66791666666666
BOLINDA CK PDR FLOW,230243,4,0.19,3,18.3," 37°22'15.2""S","144°40'04.5""E",293497.753,5861432.196,-37.37088888888889,144.66791666666666
BOLINDA CK PDR FLOW,230243,6,0.44,11,10," 37°22'15.2""S","144°40'04.5""E",293497.753,5861432.196,-37.37088888888889,144.66791666666666
WERRIBEE @ BACCHUS,231200,7,8.76,15.4,7.4," 37°40'51.7""S","144°25'41.8""E",273214.002,5826449,-37.68102777777778,144.42827777777777
WERRIBEE @ BACCHUS,231200,8,9.79,14,12.3," 37°40'51.7""S","144°25'41.8""E",273214.002,5826449,-37.68102777777778,144.42827777777777
WERRIBEE @ BACCHUS,231200,9,18.13,17,11.7," 37°40'51.7""S","144°25'41.8""E",273214.002,5826449,-37.68102777777778,144.42827777777777
WERRIBEE @ BACCHUS,231200,10,17.59,19.3,15.3," 37°40'51.7""S","144°25'41.8""E",273214.002,5826449,-37.68102777777778,144.42827777777777
WERRIBEE @ BACCHUS,231200,11,13.06,26,17.9," 37°40'51.7""S","144°25'41.8""E",273214.002,5826449,-37.68102777777778,144.42827777777777
WERRIBEE @ BACCHUS,231200,12,12.81,21.1,22.9," 37°40'51.7""S","144°25'41.8""E",273214.002,5826449,-37.68102777777778,144.42827777777777
WERRIBEE @ BACCHUS,231200,1,12.07,47.2,20.2," 37°40'51.7""S","144°25'41.8""E",273214.002,5826449,-37.68102777777778,144.42827777777777
WERRIBEE @ BACCHUS,231200,2,12.49,127,24.5," 37°40'51.7""S","144°25'41.8""E",273214.002,5826449,-37.68102777777778,144.42827777777777
WERRIBEE @ BACCHUS,231200,3,12.21,21.7,22.6," 37°40'51.7""S","144°25'41.8""E",273214.002,5826449,-37.68102777777778,144.42827777777777
WERRIBEE @ BACCHUS,231200,4,10.99,11.1,15.2," 37°40'51.7""S","144°25'41.8""E",273214.002,5826449,-37.68102777777778,144.42827777777777
WERRIBEE @ BACCHUS,231200,5,7.02,11.8,14.4," 37°40'51.7""S","144°25'41.8""E",273214.002,5826449,-37.68102777777778,144.42827777777777
WERRIBEE @ BACCHUS,231200,6,7.3,12,9.9," 37°40'51.7""S","144°25'41.8""E",273214.002,5826449,-37.68102777777778,144.42827777777777
WERRIBEE @ DIV. WEIR,231204,7,48.13,4.5,8.5," 37°52'46.3""S","144°38'44.0""E",292934.002,5804924,-37.87952777777778,144.64555555555555
WERRIBEE @ DIV. WEIR,231204,8,49.18,5.3,10.6," 37°52'46.3""S","144°38'44.0""E",292934.002,5804924,-37.87952777777778,144.64555555555555
WERRIBEE @ DIV. WEIR,231204,9,15.88,6.1,13," 37°52'46.3""S","144°38'44.0""E",292934.002,5804924,-37.87952777777778,144.64555555555555
WERRIBEE @ DIV. WEIR,231204,10,10,5.7,15.8," 37°52'46.3""S","144°38'44.0""E",292934.002,5804924,-37.87952777777778,144.64555555555555
WERRIBEE @ DIV. WEIR,231204,11,13.04,2.3,20.4," 37°52'46.3""S","144°38'44.0""E",292934.002,5804924,-37.87952777777778,144.64555555555555
WERRIBEE @ DIV. WEIR,231204,12,15.84,4.4,24.8," 37°52'46.3""S","144°38'44.0""E",292934.002,5804924,-37.87952777777778,144.64555555555555
WERRIBEE @ DIV. WEIR,231204,1,15.42,4.6,23.1," 37°52'46.3""S","144°38'44.0""E",292934.002,5804924,-37.87952777777778,144.64555555555555
WERRIBEE @ DIV. WEIR,231204,2,7.82,4.8,22.8," 37°52'46.3""S","144°38'44.0""E",292934.002,5804924,-37.87952777777778,144.64555555555555
WERRIBEE @ DIV. WEIR,231204,3,10.74,3.1,23.8," 37°52'46.3""S","144°38'44.0""E",292934.002,5804924,-37.87952777777778,144.64555555555555
WERRIBEE @ DIV. WEIR,231204,4,12.86,12.7,18," 37°52'46.3""S","144°38'44.0""E",292934.002,5804924,-37.87952777777778,144.64555555555555
WERRIBEE @ DIV. WEIR,231204,5,1.89,6.5,15.9," 37°52'46.3""S","144°38'44.0""E",292934.002,5804924,-37.87952777777778,144.64555555555555
WERRIBEE @ DIV. WEIR,231204,6,14.85,9.5,12.7," 37°52'46.3""S","144°38'44.0""E",292934.002,5804924,-37.87952777777778,144.64555555555555
LERDERDERG @ SARDINE,231213,7,30.94,3.1,4.7," 37°29'46.6""S","144°21'39.8""E",266709,5846786,-37.49627777777778,144.36105555555554
LERDERDERG @ SARDINE,231213,8,16.41,4,10," 37°29'46.6""S","144°21'39.8""E",266709,5846786,-37.49627777777778,144.36105555555554
LERDERDERG @ SARDINE,231213,9,16.96,5.3,9.2," 37°29'46.6""S","144°21'39.8""E",266709,5846786,-37.49627777777778,144.36105555555554
LERDERDERG @ SARDINE,231213,10,16.26,7,13.7," 37°29'46.6""S","144°21'39.8""E",266709,5846786,-37.49627777777778,144.36105555555554
LERDERDERG @ SARDINE,231213,11,6.76,4,17.3," 37°29'46.6""S","144°21'39.8""E",266709,5846786,-37.49627777777778,144.36105555555554
LERDERDERG @ SARDINE,231213,12,3.35,11.5,21.7," 37°29'46.6""S","144°21'39.8""E",266709,5846786,-37.49627777777778,144.36105555555554
LERDERDERG @ SARDINE,231213,1,0.14,17.1,20," 37°29'46.6""S","144°21'39.8""E",266709,5846786,-37.49627777777778,144.36105555555554
LERDERDERG @ SARDINE,231213,2,0.76,21.9,23.7," 37°29'46.6""S","144°21'39.8""E",266709,5846786,-37.49627777777778,144.36105555555554
LERDERDERG @ SARDINE,231213,3,0,8.8,23.7," 37°29'46.6""S","144°21'39.8""E",266709,5846786,-37.49627777777778,144.36105555555554
LERDERDERG @ SARDINE,231213,4,0,46.7,16.6," 37°29'46.6""S","144°21'39.8""E",266709,5846786,-37.49627777777778,144.36105555555554
LERDERDERG @ SARDINE,231213,5,0,48,13," 37°29'46.6""S","144°21'39.8""E",266709,5846786,-37.49627777777778,144.36105555555554
LERDERDERG @ SARDINE,231213,6,4.06,39.3,8.4," 37°29'46.6""S","144°21'39.8""E",266709,5846786,-37.49627777777778,144.36105555555554
LITTLE @ LITTLE,232200,7,1.48,1,7.4," 37°57'17.2""S","144°29'09.0""E",279107.979,5796206.883,-37.95477777777778,144.48583333333332
LITTLE @ LITTLE,232200,8,1.22,1.4,9.9," 37°57'17.2""S","144°29'09.0""E",279107.979,5796206.883,-37.95477777777778,144.48583333333332
LITTLE @ LITTLE,232200,9,1.14,1.4,12.7," 37°57'17.2""S","144°29'09.0""E",279107.979,5796206.883,-37.95477777777778,144.48583333333332
LITTLE @ LITTLE,232200,10,2.51,1.9,15.4," 37°57'17.2""S","144°29'09.0""E",279107.979,5796206.883,-37.95477777777778,144.48583333333332
LITTLE @ LITTLE,232200,11,0.85,1,18.2," 37°57'17.2""S","144°29'09.0""E",279107.979,5796206.883,-37.95477777777778,144.48583333333332
LITTLE @ LITTLE,232200,12,0.48,1.5,21.4," 37°57'17.2""S","144°29'09.0""E",279107.979,5796206.883,-37.95477777777778,144.48583333333332
LITTLE @ LITTLE,232200,1,0.42,2.8,22," 37°57'17.2""S","144°29'09.0""E",279107.979,5796206.883,-37.95477777777778,144.48583333333332
LITTLE @ LITTLE,232200,2,0.45,4,22.8," 37°57'17.2""S","144°29'09.0""E",279107.979,5796206.883,-37.95477777777778,144.48583333333332
LITTLE @ LITTLE,232200,3,0.57,1.8,22.9," 37°57'17.2""S","144°29'09.0""E",279107.979,5796206.883,-37.95477777777778,144.48583333333332
LITTLE @ LITTLE,232200,4,0.81,6.9,16.7," 37°57'17.2""S","144°29'09.0""E",279107.979,5796206.883,-37.95477777777778,144.48583333333332
LITTLE @ LITTLE,232200,5,0.94,1.8,15.1," 37°57'17.2""S","144°29'09.0""E",279107.979,5796206.883,-37.95477777777778,144.48583333333332
LITTLE @ LITTLE,232200,6,1.21,2.2,9.9," 37°57'17.2""S","144°29'09.0""E",279107.979,5796206.883,-37.95477777777778,144.48583333333332
MOORABOOL @ BATESFOR,232202,7,16.22,4,8.8," 38°05'21.5""S","144°16'43.1""E",261340.248,5780764.372,-38.089305555555555,144.2786388888889
MOORABOOL @ BATESFOR,232202,8,21.23,3.9,8.5," 38°05'21.5""S","144°16'43.1""E",261340.248,5780764.372,-38.089305555555555,144.2786388888889
MOORABOOL @ BATESFOR,232202,9,22.1,7.2,11.6," 38°05'21.5""S","144°16'43.1""E",261340.248,5780764.372,-38.089305555555555,144.2786388888889
MOORABOOL @ BATESFOR,232202,10,22.61,4.5,13.6," 38°05'21.5""S","144°16'43.1""E",261340.248,5780764.372,-38.089305555555555,144.2786388888889
MOORABOOL @ BATESFOR,232202,11,7.59,7.1,16.1," 38°05'21.5""S","144°16'43.1""E",261340.248,5780764.372,-38.089305555555555,144.2786388888889
MOORABOOL @ BATESFOR,232202,12,7.85,5.5,20.7," 38°05'21.5""S","144°16'43.1""E",261340.248,5780764.372,-38.089305555555555,144.2786388888889
MOORABOOL @ BATESFOR,232202,1,16.23,5.3,20.9," 38°05'21.5""S","144°16'43.1""E",261340.248,5780764.372,-38.089305555555555,144.2786388888889
MOORABOOL @ BATESFOR,232202,2,11.93,12.1,22.8," 38°05'21.5""S","144°16'43.1""E",261340.248,5780764.372,-38.089305555555555,144.2786388888889
MOORABOOL @ BATESFOR,232202,3,8.48,6.3,20.1," 38°05'21.5""S","144°16'43.1""E",261340.248,5780764.372,-38.089305555555555,144.2786388888889
MOORABOOL @ BATESFOR,232202,4,19.35,8.4,17.6," 38°05'21.5""S","144°16'43.1""E",261340.248,5780764.372,-38.089305555555555,144.2786388888889
MOORABOOL @ BATESFOR,232202,5,8.75,4.4,14.7," 38°05'21.5""S","144°16'43.1""E",261340.248,5780764.372,-38.089305555555555,144.2786388888889
MOORABOOL @ BATESFOR,232202,6,16.53,4.5,10.8," 38°05'21.5""S","144°16'43.1""E",261340.248,5780764.372,-38.089305555555555,144.2786388888889
MOORABOOL @ MORRISON,232204,7,25.66,8.4,4.4," 37°45'49.9""S","144°06'24.1""E",245134.996,5816426,-37.76386111111111,144.10669444444443
MOORABOOL @ MORRISON,232204,8,22.93,3.4,6.9," 37°45'49.9""S","144°06'24.1""E",245134.996,5816426,-37.76386111111111,144.10669444444443
MOORABOOL @ MORRISON,232204,9,22.55,3.7,10.1," 37°45'49.9""S","144°06'24.1""E",245134.996,5816426,-37.76386111111111,144.10669444444443
MOORABOOL @ MORRISON,232204,10,17.59,4.8,12.8," 37°45'49.9""S","144°06'24.1""E",245134.996,5816426,-37.76386111111111,144.10669444444443
MOORABOOL @ MORRISON,232204,11,12.12,5.5,16.6," 37°45'49.9""S","144°06'24.1""E",245134.996,5816426,-37.76386111111111,144.10669444444443
MOORABOOL @ MORRISON,232204,12,15.49,2.4,19.7," 37°45'49.9""S","144°06'24.1""E",245134.996,5816426,-37.76386111111111,144.10669444444443
MOORABOOL @ MORRISON,232204,1,27.92,1.7,18.9," 37°45'49.9""S","144°06'24.1""E",245134.996,5816426,-37.76386111111111,144.10669444444443
MOORABOOL @ MORRISON,232204,2,20.99,2.8,22," 37°45'49.9""S","144°06'24.1""E",245134.996,5816426,-37.76386111111111,144.10669444444443
MOORABOOL @ MORRISON,232204,3,20.14,1.8,16.7," 37°45'49.9""S","144°06'24.1""E",245134.996,5816426,-37.76386111111111,144.10669444444443
MOORABOOL @ MORRISON,232204,4,29.17,4.1,14.7," 37°45'49.9""S","144°06'24.1""E",245134.996,5816426,-37.76386111111111,144.10669444444443
MOORABOOL @ MORRISON,232204,5,13.86,2.1,13.2," 37°45'49.9""S","144°06'24.1""E",245134.996,5816426,-37.76386111111111,144.10669444444443
MOORABOOL @ MORRISON,232204,6,11.71,3.3,7.8," 37°45'49.9""S","144°06'24.1""E",245134.996,5816426,-37.76386111111111,144.10669444444443
MOORABOOL @ LAL LAL,232210,7,8.57,6.1,3," 37°38'35.4""S","144°02'31.9""E",239028.002,5829646,-37.643166666666666,144.04219444444445
MOORABOOL @ LAL LAL,232210,8,6.02,6.6,5.8," 37°38'35.4""S","144°02'31.9""E",239028.002,5829646,-37.643166666666666,144.04219444444445
MOORABOOL @ LAL LAL,232210,9,5.3,7.6,8," 37°38'35.4""S","144°02'31.9""E",239028.002,5829646,-37.643166666666666,144.04219444444445
MOORABOOL @ LAL LAL,232210,10,3.82,7.6,10.8," 37°38'35.4""S","144°02'31.9""E",239028.002,5829646,-37.643166666666666,144.04219444444445
MOORABOOL @ LAL LAL,232210,11,0.8,4.4,14," 37°38'35.4""S","144°02'31.9""E",239028.002,5829646,-37.643166666666666,144.04219444444445
MOORABOOL @ LAL LAL,232210,12,0.24,4.4,13.7," 37°38'35.4""S","144°02'31.9""E",239028.002,5829646,-37.643166666666666,144.04219444444445
MOORABOOL @ LAL LAL,232210,1,0,36.3,14.5," 37°38'35.4""S","144°02'31.9""E",239028.002,5829646,-37.643166666666666,144.04219444444445
MOORABOOL @ LAL LAL,232210,2,0.05,2.6,20.1," 37°38'35.4""S","144°02'31.9""E",239028.002,5829646,-37.643166666666666,144.04219444444445
MOORABOOL @ LAL LAL,232210,5,0.22,2.6,13.6," 37°38'35.4""S","144°02'31.9""E",239028.002,5829646,-37.643166666666666,144.04219444444445
MOORABOOL @ LAL LAL,232210,6,1.62,2.1,6.4," 37°38'35.4""S","144°02'31.9""E",239028.002,5829646,-37.643166666666666,144.04219444444445
BARWON POLLOCKSFORD,233200,7,158.14,4.9,8.4," 38°08'36.2""S","144°11'13.6""E",253491.999,5774520.999,-38.143388888888886,144.1871111111111
